address,city,city_slug,country,currency,delivers,delivery_price,delivery_price_int,estimate_max,estimate_min,franchise,id,item_currency,item_description,item_has_options,item_id,item_name,item_price,item_tags,item_vat_percentage,location_lat,location_lon,name,online,price_range,product_line,rating_count,rating_score,restaurant_id,restaurant_name,restaurant_slug,short_description,slug,tags
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,,False,b15f5b1d0e5ec7b135fedac4,Dhallë Zeppa,10000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,,False,b29c444daa2ae23679684c34,Decaffeinato,15000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,,False,b94035a8109a282295af4a9f,Briosh me Nutella,15000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,,False,c18b35af2900c450d51761b1,Cappuccino,17000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,,True,c30852f96e98f84a34440236,Rauch,18000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,,True,c4614f20fc4c5add197e142f,Ama,18000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,"Salcë Rozë, djathë, mortadel, sallatë jeshile, domate",False,c5ea28fb545f9c486988030d,Sanduiç Mortadel,21000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,,False,c6222379fe590f5edfdf5f5d,Salep,18000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,"Pesto, djathë, rucola, domate",False,c980216ef6738cc99ea881c9,Sanduiç Vegjetarian,21000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
fetah bllaca,Durrës,durres,ALB,ALL,True,0 ALL,0,25,15,,67d81c0c0fbd3957432c3042,ALL,,False,c9e52b2078f9028d887dd12a,Saccottino me Ricotta & Spinaq,16000,,20,41.31454821,19.44789034,Flair,True,1,restaurant,318,9.6,67d81c0c0fbd3957432c3042,Flair,flair12,Experience the flavor!,flair12,"səhər yeməyi, sendviç"
