restaurant_id,restaurant_name,restaurant_slug,city,item_id,item_name,item_description,item_price,item_currency,item_tags,item_has_options,item_vat_percentage
67ea68c972e814268bc1b8db,Gatime Tradicionale Liriada,gatime-tradicionale-liriada,Durrës,f33bd0a9df902f4484a45ace,Pajisje kuzhine,"Ju lutemi shtoni këtë artikull nëse keni nevojë për pribanë me porosinë tuaj. Restoranti do të zgjedhë pribanët e duhur për ushqimet tuaja, nëse janë të disponueshme.",1000,ALL,,False,20
67ea68c972e814268bc1b8db,Gatime Tradicionale Liriada,gatime-tradicionale-liriada,Durrës,f382ea83f91f66af11628811,Bizele,,25000,ALL,,False,20
67ea68c972e814268bc1b8db,Gatime Tradicionale Liriada,gatime-tradicionale-liriada,Durrës,f79b74e8d08b9403bddee43e,Sallatë Mikse,,30000,ALL,,False,20
67ea68c972e814268bc1b8db,Gatime Tradicionale Liriada,gatime-tradicionale-liriada,Durrës,f7c30195ec8dc466e53b12ac,Supë,,17000,ALL,"{""id"": ""popular"", ""label"": ""Populyar"", ""decoration"": ""star"", ""color"": ""primary"", ""style"": {""background_color"": ""#009de0"", ""text_color"": ""#ffffff""}}",False,20
67ea68c972e814268bc1b8db,Gatime Tradicionale Liriada,gatime-tradicionale-liriada,Durrës,f839d8b458858cf5016f1172,Kos,,15000,ALL,,False,20
67ea68c972e814268bc1b8db,Gatime Tradicionale Liriada,gatime-tradicionale-liriada,Durrës,fcb07fee0185663283d4d9ec,Ice Tea,,17000,ALL,,False,20
67ea68c972e814268bc1b8db,Gatime Tradicionale Liriada,gatime-tradicionale-liriada,Durrës,feb4795e34ad943547c3e6e5,Spinaq me Mish,,50000,ALL,,False,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,0105a490387e3a14601862b6,Amstel,,20000,ALL,,True,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,01683a619b5e9042fc8ef00d,Djathë i Bardhë,,27000,ALL,,False,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,01908e006a44416e0fbc86bd,Spicy Hot Dog 🌶️,"Panine, wudi e tymosur, salcë cheddar,sos, qepë e karamelizuar, pikante",50000,ALL,,False,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,08adefb8b67a45a35f4dce5e,Salcë e Vogël Sos,,7000,ALL,,False,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,0b248721320588d543315115,Big Beef Burger,"Dopio qofte viçi, qepë e karamelizuar domate, kastravec turshi, djath cedar sos, patate",69000,ALL,,False,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,10c982c3d88952c7cdb69f5b,Orange Soda,,17000,ALL,,False,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,11c69f1805a80f065e2fcec9,Pula me Limon dhe Mustard,"Limon, mustardë",69000,ALL,,False,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,156edda38713ab8428c9cb58,Bacon Hot Dog,"Panine,wudi e tymosur, sos, majonez ,bacon, patate",50000,ALL,,False,20
67c192f6ab4a017de3accf33,Erso Fast Food,erso-fast-food,Durrës,19610fd4729578129d537e46,Erso Burger + 1x Coca Cola,"Dopio qofte viçi / pule / kotolet, bacon, djath cedar, kastravec turshi, sallat jeshile, patate, sos, domate",115000,ALL,,False,20
